strategy,fold,status,error,train_main_macro_f1,val_main_macro_f1,test_main_macro_f1,test_main_micro_f1,test_main_weighted_f1,test_accuracy,test_balanced_accuracy,test_macro_auc,test_loss,checkpoint_path,output_dir,trainable_params,total_params,trainable_ratio,train_f1_NORM,val_f1_NORM,test_f1_NORM,test_sensitivity_NORM,test_specificity_NORM,test_auc_NORM,train_f1_AMI,val_f1_AMI,test_f1_AMI,test_sensitivity_AMI,test_specificity_AMI,test_auc_AMI,train_f1_IMI,val_f1_IMI,test_f1_IMI,test_sensitivity_IMI,test_specificity_IMI,test_auc_IMI,train_f1_LMI,val_f1_LMI,test_f1_LMI,test_sensitivity_LMI,test_specificity_LMI,test_auc_LMI
partial_finetune,1,OK,,0.9986339415389446,1.0,0.9040243890056556,0.8977955911823647,0.8971820640275341,0.8977955911823647,0.9094967586367183,0.9699942893617339,0.44726419451838745,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/partial_finetune/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/partial_finetune/fold_1,449333,513493,0.8750518507555117,0.9970089730807578,1.0,0.9605734767025089,0.9925925925925926,0.9725274725274725,0.9867928367928368,1.0,1.0,0.8,0.8247422680412371,0.9427860696517413,0.962404472482946,0.9975267930750206,1.0,0.8555240793201133,0.8206521739130435,0.9428571428571428,0.9307798481711527,1.0,1.0,1.0,1.0,1.0,1.0
partial_finetune,2,OK,,0.9950073460135311,0.9630709606051722,0.8704475613125805,0.8577154308617234,0.8586565164482683,0.8577154308617234,0.8683106935936384,0.9781869973930457,0.43580827912136555,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/partial_finetune/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/partial_finetune/fold_2,449333,513493,0.8750518507555117,0.9929789368104313,0.9276595744680851,0.8862745098039215,0.837037037037037,0.9807692307692307,0.9901302401302401,0.9984496124031008,0.9937888198757764,0.7857142857142857,0.7938144329896907,0.945273631840796,0.9718931117607837,0.992616899097621,0.9467084639498433,0.8157894736842105,0.842391304347826,0.8698412698412699,0.9507246376811593,0.9959839357429718,0.9841269841269841,0.9940119760479041,1.0,0.9975961538461539,1.0
partial_finetune,3,OK,,0.993049085187676,0.9718612106009509,0.8351597136860689,0.8196392785571143,0.8208435481443426,0.8196392785571143,0.828801235121271,0.9568268224552353,0.6102891365917239,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/partial_finetune/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/partial_finetune/fold_3,449333,513493,0.8750518507555117,0.99,0.940677966101695,0.8467741935483871,0.7777777777777778,0.978021978021978,0.9847578347578347,0.9968944099378882,0.9937888198757764,0.7263157894736842,0.711340206185567,0.9402985074626866,0.9315535723444633,0.9893179950698439,0.9529780564263323,0.7735368956743003,0.8260869565217391,0.819047619047619,0.9110248447204969,0.9959839357429718,1.0,0.9940119760479041,1.0,0.9975961538461539,0.9999710379981465
partial_finetune,4,OK,,0.9974228647639396,0.9926997680792747,0.8874570052740197,0.8797595190380761,0.8787554471474478,0.8797595190380761,0.8914076896259774,0.963640713823936,0.5674880113936065,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/partial_finetune/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/partial_finetune/fold_4,449333,513493,0.8750518507555117,0.996996996996997,0.9838709677419355,0.9428571428571428,0.9777777777777777,0.9642857142857143,0.9854904354904355,1.0,1.0,0.7755102040816326,0.7835051546391752,0.9427860696517413,0.9520951941324306,0.9967105263157895,0.9869281045751634,0.8314606741573034,0.8043478260869565,0.9238095238095239,0.9169772256728779,0.9959839357429718,1.0,1.0,1.0,1.0,1.0
partial_finetune,5,OK,,0.9950100341175074,0.9742624021973021,0.8725458302651841,0.8637274549098196,0.8635863249219199,0.8637274549098196,0.8731122857884049,0.9629699817681966,0.4551353078328058,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/partial_finetune/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/partial_finetune/fold_5,449333,513493,0.8750518507555117,0.996,0.9547325102880658,0.9236363636363636,0.9407407407407408,0.9642857142857143,0.9877289377289377,0.9938080495356038,0.9937888198757764,0.7755102040816326,0.7835051546391752,0.9427860696517413,0.9654049340924244,0.9942481511914544,0.9644012944983819,0.8154269972451791,0.8043478260869565,0.9015873015873016,0.898775017253278,0.9959839357429718,0.9841269841269841,0.975609756097561,0.963855421686747,0.9975961538461539,0.9999710379981465
full_finetune,1,OK,,0.9990894507777471,1.0,0.8791533856616631,0.8697394789579158,0.8696823558514589,0.8697394789579158,0.8787248700964524,0.9732688076210826,0.7994561212819503,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/full_finetune/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/full_finetune/fold_1,513493,513493,1.0,0.99800796812749,1.0,0.9259259259259259,0.9259259259259259,0.9725274725274725,0.9893772893772893,1.0,1.0,0.7668393782383419,0.7628865979381443,0.945273631840796,0.9579422475252604,0.9983498349834984,1.0,0.8238482384823849,0.8260869565217391,0.8952380952380953,0.9457556935817806,1.0,1.0,1.0,1.0,1.0,1.0
full_finetune,2,OK,,0.9995448028232085,0.9976275328377966,0.9114648492477558,0.9038076152304609,0.9036314869029123,0.9038076152304609,0.9167070280724472,0.9789272950204899,0.5282929814557119,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/full_finetune/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/full_finetune/fold_2,513493,513493,1.0,0.9990049751243781,1.0,0.9377289377289377,0.9481481481481482,0.9725274725274725,0.9968253968253967,1.0,0.9937888198757764,0.845771144278607,0.8762886597938144,0.9527363184079602,0.9623275375698825,0.9991742361684558,0.9967213114754099,0.8683473389355743,0.842391304347826,0.9428571428571428,0.9565562456866805,1.0,1.0,0.9940119760479041,1.0,0.9975961538461539,1.0
full_finetune,3,OK,,0.9995446471796482,0.9976275328377966,0.8792362809714022,0.8717434869739479,0.8701092499406338,0.8717434869739479,0.8766885386058403,0.9766439166013181,0.6905741908826412,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/full_finetune/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/full_finetune/fold_3,513493,513493,1.0,0.9990029910269193,1.0,0.9110320284697508,0.9481481481481482,0.9505494505494505,0.9905779405779406,1.0,0.9937888198757764,0.7734806629834254,0.7216494845360825,0.9651741293532339,0.970380058470534,0.9991755976916735,0.9967213114754099,0.8324324324324325,0.8369565217391305,0.8984126984126984,0.945617667356798,1.0,1.0,1.0,1.0,1.0,1.0
full_finetune,4,OK,,0.9990888157894737,1.0,0.881727167589339,0.8717434869739479,0.8707674883645512,0.8717434869739479,0.8800835657486263,0.9713076703385414,0.6352688431105705,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/full_finetune/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/full_finetune/fold_4,513493,513493,1.0,0.998,1.0,0.8992805755395683,0.9259259259259259,0.9505494505494505,0.981074481074481,1.0,1.0,0.8043478260869565,0.7628865979381443,0.9676616915422885,0.966302508078166,0.9983552631578947,1.0,0.8292682926829268,0.8315217391304348,0.8984126984126984,0.9378536922015183,1.0,1.0,0.9940119760479041,1.0,0.9975961538461539,1.0
full_finetune,5,OK,,0.9995444884333773,0.992729658792651,0.8568483937331857,0.843687374749499,0.8425600369912163,0.843687374749499,0.8529960821422049,0.968009910056387,0.534501033291997,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/full_finetune/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/3_alpanet_finetune/20260611_194017/transfer_strategies/full_finetune/fold_5,513493,513493,1.0,0.999000999000999,0.984251968503937,0.852112676056338,0.8962962962962963,0.9230769230769231,0.9751729751729752,1.0,1.0,0.7752808988764045,0.711340206185567,0.9701492537313433,0.9766630763707237,0.9991769547325103,0.9866666666666667,0.8,0.8043478260869565,0.8793650793650793,0.9202035886818496,1.0,1.0,1.0,1.0,1.0,1.0
